type,name,notice,furigana
ペットボトル　白色トレイ・白色発砲スチロール,魚のトレイ,スーパーの店頭回収をご利用ください,さ
ペットボトル　白色トレイ・白色発砲スチロール,食品のトレイ,スーパーの店頭回収をご利用ください,し
ペットボトル　白色トレイ・白色発砲スチロール,食用油のプラスチックボトル,キャップを外す　　,し
ペットボトル　白色トレイ・白色発砲スチロール,惣菜のトレイ,スーパーの店頭回収をご利用ください,そ
ペットボトル　白色トレイ・白色発砲スチロール,トレイ（食品用）,スーパーの店頭回収をご利用ください,と
ペットボトル　白色トレイ・白色発砲スチロール,発泡スチロールの緩衝材,,は
ペットボトル　白色トレイ・白色発砲スチロール,発泡スチロールの箱,,は
ペットボトル　白色トレイ・白色発砲スチロール,発泡スチロールの容器,,は
ペットボトル　白色トレイ・白色発砲スチロール,発泡トレイ,スーパーの店頭回収をご利用ください,は
ペットボトル　白色トレイ・白色発砲スチロール,ペットボトル,キャップを外す,へ
ペットボトル　白色トレイ・白色発砲スチロール,野菜のトレイ,スーパーの店頭回収をご利用ください,や
危険不燃物,カッターナイフ,刃を紙で包み「危険」と表示して他のごみと分ける,か
危険不燃物,カミソリ（金属以外）,刃を紙で包み「危険」と表示して他のごみと分ける,か
危険不燃物,カミソリ（金属製）,刃を紙で包み「危険」と表示して他のごみと分ける,か
危険不燃物,蛍光灯（本体）,,け
危険不燃物,体温計（水銀を含まない）,電池はとる,た
危険不燃物,電球,,て
危険不燃物,ナイフ,刃を紙で包み「危険」と表示して、他のごみと分ける,な
危険不燃物,ナタ（鉈）,刃を紙で包み「危険」と表示して他のごみと分ける,な
危険不燃物,ひげそり（手動式）,刃を紙で包み「危険」と表示して他のごみと分ける,ひ
危険不燃物,フォーク（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける,ふ
危険不燃物,包丁（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
危険不燃物,包丁（セラミック製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
危険不燃物,ライター,ガスを使い切って、専用のカゴに入れてください,ら
資源古紙,紙パック（裏がアルミ処理してないもの）,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,か
資源古紙,雑誌,各校下・地区の集団回収をご利用ください,さ
資源古紙,新聞,各校下・地区の集団回収をご利用ください,し
資源古紙,チラシ,各校下・地区の集団回収をご利用ください,ち
資源古紙,ティッシュくず,,て
資源古紙,パンフレット,各校下・地区の集団回収をご利用ください,は
資源古紙,封筒,各校下・地区の集団回収をご利用ください（窓付き封筒はセロファンを取り除く）,ふ
